	user_id	gender	age	occupation	zipcode	age_desc	occ_desc
70	71	M	25	14	95008	25-34	sales/marketing
71	72	F	45	0	55122	45-49	other or not specified
72	73	M	18	4	53706	18-24	college/grad student
73	74	M	35	14	94530	35-44	sales/marketing
74	75	F	1	10	01748	Under 18	K-12 student
75	76	M	35	7	55413	35-44	executive/managerial
76	77	M	18	4	15321	18-24	college/grad student
77	78	F	45	1	98029	45-49	academic/educator
78	79	F	45	0	98103	45-49	other or not specified
79	80	M	56	1	49327	56+	academic/educator
80	81	F	25	0	60640	25-34	other or not specified
81	82	M	25	17	48380	25-34	technician/engineer
82	83	F	25	2	94609	25-34	artist
83	84	M	18	4	53140	18-24	college/grad student
84	85	M	18	4	94945	18-24	college/grad student
85	86	F	1	10	54467	Under 18	K-12 student
86	87	M	25	14	48360	25-34	sales/marketing
87	88	F	45	1	02476	45-49	academic/educator
88	89	F	56	9	85749	56+	homemaker
89	90	M	56	13	85749	56+	retired
90	91	M	35	7	07650	35-44	executive/managerial
91	92	F	18	4	44243	18-24	college/grad student
92	93	M	25	17	95825	25-34	technician/engineer
93	94	M	25	17	28601	25-34	technician/engineer
94	95	M	45	0	98201	45-49	other or not specified
95	96	F	25	16	78028	25-34	self-employed
96	97	F	35	3	66210	35-44	clerical/admin
97	98	F	35	7	33547	35-44	executive/managerial
98	99	F	1	10	19390	Under 18	K-12 student
99	100	M	35	17	95401	35-44	technician/engineer
100	101	F	18	3	33314	18-24	clerical/admin
101	102	M	35	19	20871	35-44	unemployed
102	103	M	45	7	92104	45-49	executive/managerial
103	104	M	25	12	00926	25-34	programmer
104	105	M	45	12	90277	45-49	programmer
105	106	F	35	11	79101	35-44	lawyer
106	107	M	45	18	63129	45-49	tradesman/craftsman
107	108	M	25	12	30316	25-34	programmer
108	109	M	45	15	92028	45-49	scientist
109	110	M	25	2	90803	25-34	artist
110	111	M	35	15	55416	35-44	scientist
111	112	M	25	16	97209	25-34	self-employed
112	113	M	18	12	37032	18-24	programmer
113	114	F	25	2	83712	25-34	artist
114	115	M	25	17	28083	25-34	technician/engineer
115	116	M	25	17	55744	25-34	technician/engineer
116	117	M	25	17	33314	25-34	technician/engineer
117	118	M	35	17	22315	35-44	technician/engineer
118	119	F	1	10	77515	Under 18	K-12 student
119	120	M	25	11	27106	25-34	lawyer
120	121	M	35	7	75229	35-44	executive/managerial
121	122	F	18	4	94305	18-24	college/grad student
122	123	M	35	9	67208	35-44	homemaker
123	124	M	56	7	91356	56+	executive/managerial
124	125	M	45	14	01701	45-49	sales/marketing
125	126	M	18	9	98117	18-24	homemaker
126	127	F	45	3	01770	45-49	clerical/admin
127	128	M	56	6	37922	56+	doctor/health care
128	129	M	25	11	20164	25-34	lawyer
129	130	M	35	17	50021	35-44	technician/engineer
130	131	M	18	4	06520	18-24	college/grad student
131	132	M	25	17	99709	25-34	technician/engineer
132	133	F	25	0	55071	25-34	other or not specified
133	134	M	25	0	66212	25-34	other or not specified
134	135	M	18	4	20006	18-24	college/grad student
135	136	M	18	2	21202	18-24	artist
136	137	F	45	6	78758	45-49	doctor/health care
137	138	M	18	20	22203	18-24	writer
138	139	F	25	20	45409	25-34	writer
139	140	F	35	1	55107	35-44	academic/educator
140	141	M	35	13	62035	35-44	retired
141	142	M	25	7	10011	25-34	executive/managerial
142	143	M	18	3	64043	18-24	clerical/admin
143	144	M	25	17	29401	25-34	technician/engineer
144	145	M	18	4	19081	18-24	college/grad student
145	146	F	35	20	10954	35-44	writer
146	147	M	18	4	91360	18-24	college/grad student
147	148	M	50	17	57747	50-55	technician/engineer
148	149	M	25	1	29205	25-34	academic/educator
149	150	M	35	7	98144	35-44	executive/managerial
150	151	F	25	20	85013	25-34	writer
151	152	M	18	4	48104	18-24	college/grad student
152	153	M	1	10	51537	Under 18	K-12 student
153	154	M	50	20	94530	50-55	writer
154	155	M	35	12	07470	35-44	programmer
155	156	F	45	7	14519	45-49	executive/managerial
156	157	M	35	16	12866	35-44	self-employed
157	158	M	56	7	28754	56+	executive/managerial
158	159	F	45	0	37922	45-49	other or not specified
159	160	M	35	7	13021	35-44	executive/managerial
160	161	M	45	16	98107-2117	45-49	self-employed
161	162	F	18	4	93117	18-24	college/grad student
162	163	M	18	4	85013	18-24	college/grad student
163	164	F	56	13	94566	56+	retired
164	165	M	18	16	98502	18-24	self-employed
165	166	M	18	4	92802	18-24	college/grad student
166	167	F	25	11	10022	25-34	lawyer
167	168	F	50	0	46970	50-55	other or not specified
168	169	M	25	7	55439	25-34	executive/managerial
169	170	M	25	11	07002	25-34	lawyer
170	171	F	50	17	55441	50-55	technician/engineer
171	172	M	25	3	07661	25-34	clerical/admin
172	173	M	25	0	45237	25-34	other or not specified
173	174	M	25	16	21203	25-34	self-employed
174	175	F	25	2	95123	25-34	artist
175	176	F	18	3	55016	18-24	clerical/admin
176	177	M	50	1	54016	50-55	academic/educator
177	178	M	56	17	53705	56+	technician/engineer
178	179	M	25	0	02135	25-34	other or not specified
179	180	M	45	12	01603	45-49	programmer
180	181	M	18	17	33186	18-24	technician/engineer
181	182	M	18	4	03052	18-24	college/grad student
182	183	F	45	1	55407	45-49	academic/educator
183	184	F	25	0	19001	25-34	other or not specified
184	185	M	45	0	14468	45-49	other or not specified
185	186	M	18	5	91767	18-24	customer service
186	187	F	45	1	94061	45-49	academic/educator
187	188	M	56	16	79930	56+	self-employed
188	189	M	18	0	60076	18-24	other or not specified
189	190	M	25	17	55125	25-34	technician/engineer
190	191	M	18	4	04915	18-24	college/grad student
191	192	M	18	1	10977	18-24	academic/educator
192	193	F	45	15	44106	45-49	scientist
193	194	F	1	10	29146	Under 18	K-12 student
194	195	M	25	12	10458	25-34	programmer
195	196	F	35	9	94587	35-44	homemaker
196	197	M	18	14	10023	18-24	sales/marketing
197	198	M	25	12	55108	25-34	programmer
198	199	M	18	4	83706	18-24	college/grad student
199	200	F	18	4	84321	18-24	college/grad student
200	201	F	35	2	55117	35-44	artist
201	202	M	18	4	53706	18-24	college/grad student
202	203	F	18	4	53715	18-24	college/grad student
203	204	M	25	7	92123	25-34	executive/managerial
204	205	M	35	12	97333	35-44	programmer
205	206	M	25	17	20194	25-34	technician/engineer
206	207	M	25	12	94115	25-34	programmer
207	208	M	35	17	55432	35-44	technician/engineer
208	209	M	35	1	90048	35-44	academic/educator
209	210	F	1	10	25801	Under 18	K-12 student
210	211	M	45	17	90620	45-49	technician/engineer
211	212	M	25	16	53714	25-34	self-employed
212	213	F	18	4	01609	18-24	college/grad student
213	214	M	18	20	80218	18-24	writer
214	215	M	35	14	92075	35-44	sales/marketing
215	216	M	45	13	52761	45-49	retired
216	217	M	18	4	22903	18-24	college/grad student
217	218	M	35	14	95822	35-44	sales/marketing
218	219	F	25	4	55113	25-34	college/grad student
219	220	M	25	12	22903	25-34	programmer
220	221	F	25	0	94063	25-34	other or not specified
221	222	M	25	1	55116	25-34	academic/educator
222	223	M	25	17	28262	25-34	technician/engineer
223	224	F	18	4	14850	18-24	college/grad student
224	225	M	25	7	11215	25-34	executive/managerial
225	226	M	35	1	94518	35-44	academic/educator
226	227	M	35	20	90291	35-44	writer
227	228	M	25	15	55455	25-34	scientist
228	229	M	18	10	04576	18-24	K-12 student
229	230	M	45	1	43210	45-49	academic/educator
230	231	M	25	3	55455	25-34	clerical/admin
231	232	M	25	20	55408	25-34	writer
232	233	F	45	20	37919-4204	45-49	writer
233	234	M	35	7	39652	35-44	executive/managerial
234	235	M	25	0	98153	25-34	other or not specified
235	236	M	25	5	55126	25-34	customer service
236	237	M	25	6	46835	25-34	doctor/health care
237	238	F	50	7	90291	50-55	executive/managerial
238	239	M	18	19	94618	18-24	unemployed
239	240	M	50	17	55113	50-55	technician/engineer
240	241	M	35	20	55121	35-44	writer
241	242	F	18	4	53706	18-24	college/grad student
242	243	M	25	16	11576	25-34	self-employed
243	244	M	50	7	19072	50-55	executive/managerial
244	245	M	35	16	66046	35-44	self-employed
245	246	F	18	4	60625	18-24	college/grad student
246	247	M	25	17	94404	25-34	technician/engineer
247	248	M	18	17	72703	18-24	technician/engineer
248	249	F	18	14	48126	18-24	sales/marketing
249	250	M	35	16	11229	35-44	self-employed
250	251	M	56	17	55105	56+	technician/engineer
251	252	M	25	12	94112	25-34	programmer
252	253	F	25	11	97370	25-34	lawyer
253	254	M	35	17	49015	35-44	technician/engineer
254	255	M	35	0	85310	35-44	other or not specified
255	256	M	45	16	55076	45-49	self-employed
256	257	M	18	18	55113	18-24	tradesman/craftsman
257	258	M	25	7	55436	25-34	executive/managerial
258	259	M	25	1	60615	25-34	academic/educator
259	260	M	18	19	98126	18-24	unemployed
260	261	M	25	20	75801	25-34	writer
261	262	F	25	1	68503	25-34	academic/educator
262	263	F	25	7	22304	25-34	executive/managerial
263	264	M	35	0	20755	35-44	other or not specified
264	265	F	35	7	55116	35-44	executive/managerial
265	266	M	35	11	75229	35-44	lawyer
266	267	M	45	12	55001	45-49	programmer
267	268	F	18	12	29708	18-24	programmer
268	269	M	25	2	55408	25-34	artist
269	270	M	50	14	55414	50-55	sales/marketing
270	271	M	18	4	48202	18-24	college/grad student
271	272	M	18	0	80302	18-24	other or not specified
272	273	M	18	4	55427	18-24	college/grad student
273	274	M	18	4	55455	18-24	college/grad student
274	275	M	25	0	48162	25-34	other or not specified
275	276	M	45	16	01982	45-49	self-employed
276	277	F	35	1	98126	35-44	academic/educator
277	278	M	45	18	60482	45-49	tradesman/craftsman
278	279	M	25	14	91214	25-34	sales/marketing
279	280	M	50	7	19118	50-55	executive/managerial
280	281	F	35	0	94117	35-44	other or not specified
281	282	M	25	17	94401	25-34	technician/engineer
282	283	M	25	0	10003	25-34	other or not specified
283	284	M	25	12	91910	25-34	programmer
284	285	F	35	0	94109	35-44	other or not specified
285	286	M	25	1	54601	25-34	academic/educator
286	287	M	50	13	94706	50-55	retired
287	288	F	25	12	97119	25-34	programmer
288	289	F	25	0	11801	25-34	other or not specified
289	290	F	25	20	94591	25-34	writer
290	291	M	35	12	55110	35-44	programmer
291	292	M	35	7	19406	35-44	executive/managerial
292	293	M	56	1	55337-4056	56+	academic/educator
293	294	F	45	9	43147	45-49	homemaker
294	295	M	18	0	80203	18-24	other or not specified
295	296	M	50	5	89432	50-55	customer service
296	297	M	18	2	97211	18-24	artist
297	298	F	18	4	19010	18-24	college/grad student
298	299	M	25	12	97370	25-34	programmer
299	300	M	25	7	78664	25-34	executive/managerial
300	301	M	18	4	61820	18-24	college/grad student
301	302	M	18	4	04901	18-24	college/grad student
302	303	M	25	7	20006	25-34	executive/managerial
303	304	M	25	0	55414	25-34	other or not specified
304	305	F	18	0	55414	18-24	other or not specified
305	306	M	18	0	53051	18-24	other or not specified
306	307	M	50	16	90027	50-55	self-employed
307	308	M	25	2	10025	25-34	artist
308	309	M	25	4	16801	25-34	college/grad student
309	310	F	18	4	31207	18-24	college/grad student
310	311	M	18	4	31201	18-24	college/grad student
311	312	F	50	2	22207	50-55	artist
312	313	F	18	4	02138	18-24	college/grad student
313	314	F	56	9	46911	56+	homemaker
314	315	F	56	1	55105	56+	academic/educator
315	316	M	56	13	90740	56+	retired
316	317	M	35	7	38555	35-44	executive/managerial
317	318	F	56	13	55104	56+	retired
318	319	F	50	6	33436	50-55	doctor/health care
319	320	M	35	6	99516	35-44	doctor/health care
320	321	M	18	4	55128	18-24	college/grad student
321	322	M	56	17	55117	56+	technician/engineer
322	323	M	45	12	53716	45-49	programmer
323	324	M	35	17	55106	35-44	technician/engineer
324	325	F	50	3	55112	50-55	clerical/admin
325	326	M	50	11	25302	50-55	lawyer
326	327	M	35	18	55448	35-44	tradesman/craftsman
327	328	M	35	12	80401	35-44	programmer
328	329	M	35	7	02115	35-44	executive/managerial
329	330	M	56	7	92065	56+	executive/managerial
330	331	M	25	7	55902	25-34	executive/managerial
331	332	M	50	1	55109	50-55	academic/educator
332	333	M	35	2	55410	35-44	artist
333	334	F	56	2	55113	56+	artist
334	335	M	35	18	55434	35-44	tradesman/craftsman
335	336	M	18	0	98765	18-24	other or not specified
336	337	M	18	19	80205	18-24	unemployed
337	338	M	35	7	55116	35-44	executive/managerial
338	339	M	50	7	80207	50-55	executive/managerial
339	340	F	25	3	28001	25-34	clerical/admin
340	341	F	56	13	92119	56+	retired
341	342	M	18	12	55076	18-24	programmer
342	343	F	35	3	55127	35-44	clerical/admin
343	344	M	35	14	75034	35-44	sales/marketing
344	345	M	25	12	94114	25-34	programmer
345	346	F	25	0	55110	25-34	other or not specified
346	347	F	56	1	55305	56+	academic/educator
347	348	M	50	7	55110	50-55	executive/managerial
348	349	M	1	10	08035	Under 18	K-12 student
349	350	M	45	20	08035	45-49	writer
350	351	M	18	4	55105	18-24	college/grad student
351	352	M	18	4	60115	18-24	college/grad student
352	353	F	35	7	92625	35-44	executive/managerial
353	354	M	35	1	55117	35-44	academic/educator
354	355	M	18	3	55107	18-24	clerical/admin
355	356	M	56	20	55101	56+	writer
356	357	M	18	0	98103	18-24	other or not specified
357	358	F	56	1	20815	56+	academic/educator
358	359	M	25	17	55128	25-34	technician/engineer
359	360	M	35	17	28208	35-44	technician/engineer
360	361	F	25	14	94115	25-34	sales/marketing
361	362	M	35	20	55407	35-44	writer
362	363	M	18	10	55419	18-24	K-12 student
363	364	F	35	1	46815	35-44	academic/educator
364	365	F	18	4	02138	18-24	college/grad student
365	366	M	50	15	55126	50-55	scientist
366	367	M	50	12	55421	50-55	programmer
367	368	M	25	0	90293	25-34	other or not specified
368	369	M	35	1	55110	35-44	academic/educator
369	370	M	18	17	22304	18-24	technician/engineer
370	371	M	18	4	02141	18-24	college/grad student
371	372	F	18	4	72227	18-24	college/grad student
372	373	F	25	2	55347	25-34	artist
373	374	F	35	14	55346	35-44	sales/marketing
374	375	M	25	2	55106	25-34	artist
375	376	M	35	1	80026	35-44	academic/educator
376	377	M	25	17	55418	25-34	technician/engineer
377	378	F	18	0	55105	18-24	other or not specified
378	379	F	35	1	54822	35-44	academic/educator
379	380	M	25	2	92024	25-34	artist
380	381	M	35	17	89015	35-44	technician/engineer
381	382	F	35	20	66205	35-44	writer
382	383	F	25	7	78757	25-34	executive/managerial
383	384	M	25	11	55075	25-34	lawyer
384	385	M	25	6	68131	25-34	doctor/health care
385	386	M	25	0	55408	25-34	other or not specified
386	387	F	35	7	55111	35-44	executive/managerial
387	388	F	25	0	10021	25-34	other or not specified
388	389	M	25	6	68128	25-34	doctor/health care
389	390	M	25	4	55405	25-34	college/grad student
390	391	M	45	11	22122	45-49	lawyer
391	392	M	18	7	20037	18-24	executive/managerial
392	393	M	35	17	55402	35-44	technician/engineer
393	394	M	18	0	55013	18-24	other or not specified
394	395	M	18	5	55104	18-24	customer service
395	396	M	25	1	56187	25-34	academic/educator
396	397	M	35	17	22124	35-44	technician/engineer
397	398	M	25	17	55454	25-34	technician/engineer
398	399	F	35	6	55128	35-44	doctor/health care
399	400	F	18	3	55422	18-24	clerical/admin
400	401	M	18	0	55129	18-24	other or not specified
401	402	M	25	11	55427	25-34	lawyer
402	403	M	18	4	02138	18-24	college/grad student
403	404	M	18	4	10128	18-24	college/grad student
404	405	M	56	1	13077	56+	academic/educator
405	406	M	25	20	55105	25-34	writer
406	407	M	18	17	89503	18-24	technician/engineer
407	408	M	25	11	02143	25-34	lawyer
408	409	M	18	12	55122	18-24	programmer
409	410	F	25	1	55417	25-34	academic/educator
410	411	F	45	1	43214	45-49	academic/educator
411	412	M	35	15	55117	35-44	scientist
412	413	M	25	11	55409	25-34	lawyer
413	414	M	25	0	55317	25-34	other or not specified
414	415	F	35	0	55406	35-44	other or not specified
415	416	M	45	14	55076	45-49	sales/marketing
416	417	F	25	0	50613	25-34	other or not specified
417	418	F	25	3	54016	25-34	clerical/admin
418	419	M	18	3	55422	18-24	clerical/admin
419	420	M	35	1	55406	35-44	academic/educator
420	421	F	45	3	55125	45-49	clerical/admin
421	422	M	56	17	55104	56+	technician/engineer
422	423	M	18	4	55455	18-24	college/grad student
423	424	M	25	17	55112	25-34	technician/engineer
424	425	M	25	12	55303	25-34	programmer
425	426	M	18	4	55455	18-24	college/grad student
426	427	M	35	12	55104	35-44	programmer
427	428	F	18	4	55455	18-24	college/grad student
428	429	M	18	0	54901	18-24	other or not specified
429	430	F	18	10	55306	18-24	K-12 student
430	431	M	18	10	55303	18-24	K-12 student
431	432	M	45	16	55306	45-49	self-employed
432	433	M	50	6	55115	50-55	doctor/health care
433	434	F	45	3	98155	45-49	clerical/admin
434	435	M	25	7	55125	25-34	executive/managerial
435	436	M	18	4	43023	18-24	college/grad student
436	437	M	35	17	55030	35-44	technician/engineer
437	438	M	18	11	53705	18-24	lawyer
438	439	M	35	14	55129	35-44	sales/marketing
439	440	M	56	1	32940	56+	academic/educator
440	441	M	35	1	55127	35-44	academic/educator
441	442	M	25	1	55105	25-34	academic/educator
442	443	M	25	3	55421	25-34	clerical/admin
443	444	M	56	0	55108	56+	other or not specified
444	445	M	45	12	55117	45-49	programmer
445	446	F	50	0	55042	50-55	other or not specified
446	447	F	45	11	55105	45-49	lawyer
447	448	M	25	17	80123	25-34	technician/engineer
448	449	M	25	7	85037	25-34	executive/managerial
449	450	M	45	1	24523	45-49	academic/educator
450	451	M	56	13	54720	56+	retired
451	452	M	50	17	55117	50-55	technician/engineer
452	453	M	18	4	55102	18-24	college/grad student
453	454	M	25	20	55092	25-34	writer
454	455	F	35	2	55113	35-44	artist
455	456	M	35	0	55105	35-44	other or not specified
456	457	M	18	4	54703	18-24	college/grad student
457	458	M	50	16	55405-2546	50-55	self-employed
458	459	F	18	4	55105	18-24	college/grad student
459	460	M	45	18	55313	45-49	tradesman/craftsman
460	461	M	50	7	55075	50-55	executive/managerial
461	462	M	18	16	55416	18-24	self-employed
462	463	M	25	7	55105	25-34	executive/managerial
463	464	F	18	4	55455	18-24	college/grad student
464	465	M	18	19	94523	18-24	unemployed
465	466	M	25	5	55405	25-34	customer service
466	467	F	35	3	55075	35-44	clerical/admin
467	468	F	1	10	55082	Under 18	K-12 student
468	469	M	35	6	55122	35-44	doctor/health care
469	470	F	1	10	55068	Under 18	K-12 student
470	471	M	35	7	08904	35-44	executive/managerial
471	472	M	35	0	55418	35-44	other or not specified
472	473	F	18	4	55112	18-24	college/grad student
473	474	M	25	17	92126	25-34	technician/engineer
474	475	F	25	2	55421	25-34	artist
475	476	M	35	0	55127	35-44	other or not specified
476	477	M	35	14	55410	35-44	sales/marketing
477	478	M	50	16	55113	50-55	self-employed
478	479	M	25	12	55042	25-34	programmer
479	480	F	18	4	55422	18-24	college/grad student
480	481	M	45	7	55115	45-49	executive/managerial
481	482	M	25	14	55305	25-34	sales/marketing
482	483	M	18	12	55105	18-24	programmer
483	484	F	1	10	55104	Under 18	K-12 student
484	485	M	56	7	55042	56+	executive/managerial
485	486	M	56	0	91367	56+	other or not specified
486	487	F	35	17	55082	35-44	technician/engineer
487	488	M	25	12	55107	25-34	programmer
488	489	M	18	4	55455	18-24	college/grad student
489	490	M	1	10	55345	Under 18	K-12 student
490	491	M	18	4	56043	18-24	college/grad student
491	492	M	25	12	55112	25-34	programmer
492	493	M	50	7	55016	50-55	executive/managerial
493	494	F	35	0	17870	35-44	other or not specified
494	495	M	18	10	55421	18-24	K-12 student
495	496	M	18	4	55455	18-24	college/grad student
496	497	F	25	17	55412	25-34	technician/engineer
497	498	M	35	17	55113	35-44	technician/engineer
498	499	F	25	1	55108	25-34	academic/educator
499	500	F	18	2	55105	18-24	artist
500	501	M	25	2	55372	25-34	artist
501	502	M	35	6	55126	35-44	doctor/health care
502	503	M	35	11	73120	35-44	lawyer
503	504	M	25	2	17003	25-34	artist
504	505	M	35	17	37815	35-44	technician/engineer
505	506	M	25	16	55103-1006	25-34	self-employed
506	507	F	25	0	55405	25-34	other or not specified
507	508	M	25	12	55418	25-34	programmer
508	509	M	25	2	55125	25-34	artist
509	510	M	18	12	55109	18-24	programmer
510	511	F	45	4	15232	45-49	college/grad student
511	512	M	35	0	55379	35-44	other or not specified
512	513	M	25	0	55119	25-34	other or not specified
513	514	M	25	2	55113	25-34	artist
514	515	M	25	1	55406	25-34	academic/educator
515	516	F	56	14	55033	56+	sales/marketing
516	517	F	25	14	55408	25-34	sales/marketing
517	518	F	35	12	75240	35-44	programmer
518	519	F	35	14	55038	35-44	sales/marketing
519	520	F	35	20	55104	35-44	writer
520	521	M	56	7	55105	56+	executive/managerial
521	522	M	25	12	55124	25-34	programmer
522	523	M	50	7	55105	50-55	executive/managerial
523	524	M	18	0	91320	18-24	other or not specified
524	525	M	35	6	19027	35-44	doctor/health care
525	526	M	45	17	94806	45-49	technician/engineer
526	527	F	25	2	11201	25-34	artist
527	528	F	18	17	83843	18-24	technician/engineer
528	529	M	35	12	92009	35-44	programmer
529	530	M	25	2	10019	25-34	artist
530	531	F	18	14	22206	18-24	sales/marketing
531	532	M	25	7	94301	25-34	executive/managerial
532	533	M	25	12	27514	25-34	programmer
533	534	M	25	15	55902	25-34	scientist
534	535	M	35	6	95370	35-44	doctor/health care
535	536	M	25	20	01267	25-34	writer
536	537	M	45	14	07704	45-49	sales/marketing
537	538	M	56	16	95407	56+	self-employed
538	539	M	25	2	55103	25-34	artist
539	540	M	18	1	15213	18-24	academic/educator
540	541	F	18	4	5849574	18-24	college/grad student
541	542	M	18	4	78705	18-24	college/grad student
542	543	M	25	5	55057	25-34	customer service
543	544	M	35	12	94538	35-44	programmer
544	545	M	35	17	01890	35-44	technician/engineer
545	546	F	25	0	37211	25-34	other or not specified
546	547	M	35	12	76109	35-44	programmer
547	548	F	35	16	96860	35-44	self-employed
548	549	M	25	6	53217	25-34	doctor/health care
549	550	M	45	8	21559	45-49	farmer
550	551	M	35	20	55116	35-44	writer
551	552	M	50	18	23456	50-55	tradesman/craftsman
552	553	M	25	2	94131	25-34	artist
553	554	M	25	12	94086	25-34	programmer
554	555	M	18	4	53213	18-24	college/grad student
555	556	F	25	9	37221	25-34	homemaker
556	557	M	56	1	30030	56+	academic/educator
557	558	M	35	20	55108	35-44	writer
558	559	F	25	7	60422	25-34	executive/managerial
559	560	M	45	15	81335	45-49	scientist
560	561	F	18	14	64060	18-24	sales/marketing
561	562	M	35	20	48083	35-44	writer
562	563	M	25	4	53703	25-34	college/grad student
563	564	M	45	1	49419	45-49	academic/educator
564	565	M	25	16	45242	25-34	self-employed
565	566	M	25	17	92122	25-34	technician/engineer
566	567	M	35	20	52570-9634	35-44	writer
567	568	F	50	17	19716	50-55	technician/engineer
568	569	F	18	4	97339	18-24	college/grad student
569	570	M	25	4	33314	25-34	college/grad student
570	571	M	50	5	95401	50-55	customer service
571	572	M	18	4	61801	18-24	college/grad student
572	573	F	35	2	98119	35-44	artist
573	574	M	25	19	90214	25-34	unemployed
574	575	M	25	12	92130	25-34	programmer
575	576	F	45	15	20910	45-49	scientist
576	577	M	35	0	02115	35-44	other or not specified
577	578	M	18	17	90064	18-24	technician/engineer
578	579	M	25	5	32839	25-34	customer service
579	580	M	1	10	08534	Under 18	K-12 student
580	581	M	50	14	73543	50-55	sales/marketing
581	582	M	18	4	67042	18-24	college/grad student
582	583	F	25	0	48067	25-34	other or not specified
583	584	F	25	0	94403	25-34	other or not specified
584	585	M	18	1	53703	18-24	academic/educator
585	586	M	35	14	53092	35-44	sales/marketing
586	587	M	25	20	92649	25-34	writer
587	588	F	25	11	23220	25-34	lawyer
588	589	M	18	2	90210	18-24	artist
589	590	F	35	6	98032	35-44	doctor/health care
590	591	M	25	0	76201	25-34	other or not specified
591	592	M	18	0	92103	18-24	other or not specified
592	593	F	50	1	91711	50-55	academic/educator
593	594	F	56	13	60076	56+	retired
594	595	M	25	7	10019	25-34	executive/managerial
595	596	F	25	1	01950	25-34	academic/educator
596	597	M	35	12	80206	35-44	programmer
597	598	M	35	7	95476	35-44	executive/managerial
598	599	M	50	6	53711	50-55	doctor/health care
599	600	M	35	17	66209	35-44	technician/engineer
600	601	F	18	20	06320	18-24	writer
601	602	F	56	6	14612	56+	doctor/health care
602	603	F	25	6	32256	25-34	doctor/health care
603	604	M	45	17	32256	45-49	technician/engineer
604	605	F	18	4	44425	18-24	college/grad student
605	606	F	1	10	49507	Under 18	K-12 student
606	607	M	25	0	43614	25-34	other or not specified
607	608	M	18	4	18011	18-24	college/grad student
608	609	M	25	7	10012	25-34	executive/managerial
609	610	M	25	4	77025	25-34	college/grad student
610	611	M	35	0	20715	35-44	other or not specified
611	612	M	50	7	95020	50-55	executive/managerial
612	613	M	35	20	10562	35-44	writer
613	614	M	35	1	90024	35-44	academic/educator
