	movie_id	title	genres
80	81	Things to Do in Denver when You're Dead (1995)	Crime|Drama|Romance
81	82	Antonia's Line (Antonia) (1995)	Drama
82	83	Once Upon a Time... When We Were Colored (1995)	Drama
83	84	Last Summer in the Hamptons (1995)	Comedy|Drama
84	85	Angels and Insects (1995)	Drama|Romance
85	86	White Squall (1996)	Adventure|Drama
86	87	Dunston Checks In (1996)	Children's|Comedy
87	88	Black Sheep (1996)	Comedy
88	89	Nick of Time (1995)	Action|Thriller
89	90	Journey of August King, The (1995)	Drama
90	92	Mary Reilly (1996)	Drama|Thriller
91	93	Vampire in Brooklyn (1995)	Comedy|Romance
92	94	Beautiful Girls (1996)	Drama
93	95	Broken Arrow (1996)	Action|Thriller
94	96	In the Bleak Midwinter (1995)	Comedy
95	97	Hate (Haine, La) (1995)	Drama
96	98	Shopping (1994)	Action|Thriller
97	99	Heidi Fleiss: Hollywood Madam (1995)	Documentary
98	100	City Hall (1996)	Drama|Thriller
99	101	Bottle Rocket (1996)	Comedy
100	102	Mr. Wrong (1996)	Comedy
101	103	Unforgettable (1996)	Thriller
102	104	Happy Gilmore (1996)	Comedy
103	105	Bridges of Madison County, The (1995)	Drama|Romance
104	106	Nobody Loves Me (Keiner liebt mich) (1994)	Comedy|Drama
105	107	Muppet Treasure Island (1996)	Adventure|Children's|Comedy|Musical
106	108	Catwalk (1995)	Documentary
107	109	Headless Body in Topless Bar (1995)	Comedy
108	110	Braveheart (1995)	Action|Drama|War
109	111	Taxi Driver (1976)	Drama|Thriller
110	112	Rumble in the Bronx (1995)	Action|Adventure|Crime
111	113	Before and After (1996)	Drama|Mystery
112	114	Margaret's Museum (1995)	Drama
113	115	Happiness Is in the Field (1995)	Comedy
114	116	Anne Frank Remembered (1995)	Documentary
115	117	Young Poisoner's Handbook, The (1995)	Crime
116	118	If Lucy Fell (1996)	Comedy|Romance
117	119	Steal Big, Steal Little (1995)	Comedy
118	120	Race the Sun (1996)	Drama
119	121	Boys of St. Vincent, The (1993)	Drama
120	122	Boomerang (1992)	Comedy|Romance
121	123	Chungking Express (1994)	Drama|Mystery|Romance
122	124	Star Maker, The (Uomo delle stelle, L') (1995)	Drama
123	125	Flirting With Disaster (1996)	Comedy
124	126	NeverEnding Story III, The (1994)	Adventure|Children's|Fantasy
125	127	Silence of the Palace, The (Saimt el Qusur) (1994)	Drama
126	128	Jupiter's Wife (1994)	Documentary
127	129	Pie in the Sky (1995)	Comedy|Romance
128	130	Angela (1995)	Drama
129	131	Frankie Starlight (1995)	Drama|Romance
130	132	Jade (1995)	Thriller
131	133	Nueba Yol (1995)	Comedy|Drama
132	134	Sonic Outlaws (1995)	Documentary
133	135	Down Periscope (1996)	Comedy
134	136	From the Journals of Jean Seberg (1995)	Documentary
135	137	Man of the Year (1995)	Documentary
136	138	Neon Bible, The (1995)	Drama
137	139	Target (1995)	Action|Drama
138	140	Up Close and Personal (1996)	Drama|Romance
139	141	Birdcage, The (1996)	Comedy
140	142	Shadows (Cienie) (1988)	Drama
141	143	Gospa (1995)	Drama
142	144	Brothers McMullen, The (1995)	Comedy
143	145	Bad Boys (1995)	Action
144	146	Amazing Panda Adventure, The (1995)	Adventure|Children's
145	147	Basketball Diaries, The (1995)	Drama
146	148	Awfully Big Adventure, An (1995)	Drama
147	149	Amateur (1994)	Crime|Drama|Thriller
148	150	Apollo 13 (1995)	Drama
149	151	Rob Roy (1995)	Drama|Romance|War
150	152	Addiction, The (1995)	Horror
151	153	Batman Forever (1995)	Action|Adventure|Comedy|Crime
152	154	Belle de jour (1967)	Drama
153	155	Beyond Rangoon (1995)	Drama|War
154	156	Blue in the Face (1995)	Comedy
155	157	Canadian Bacon (1994)	Comedy|War
156	158	Casper (1995)	Adventure|Children's
157	159	Clockers (1995)	Drama
158	160	Congo (1995)	Action|Adventure|Mystery|Sci-Fi
159	161	Crimson Tide (1995)	Drama|Thriller|War
160	162	Crumb (1994)	Documentary
161	163	Desperado (1995)	Action|Romance|Thriller
162	164	Devil in a Blue Dress (1995)	Crime|Film-Noir|Mystery|Thriller
163	165	Die Hard: With a Vengeance (1995)	Action|Thriller
164	166	Doom Generation, The (1995)	Comedy|Drama
165	167	Feast of July (1995)	Drama
166	168	First Knight (1995)	Action|Adventure|Drama|Romance
167	169	Free Willy 2: The Adventure Home (1995)	Adventure|Children's|Drama
168	170	Hackers (1995)	Action|Crime|Thriller
169	171	Jeffrey (1995)	Comedy
170	172	Johnny Mnemonic (1995)	Action|Sci-Fi|Thriller
171	173	Judge Dredd (1995)	Action|Adventure|Sci-Fi
172	174	Jury Duty (1995)	Comedy
173	175	Kids (1995)	Drama
174	176	Living in Oblivion (1995)	Comedy
175	177	Lord of Illusions (1995)	Horror
176	178	Love & Human Remains (1993)	Comedy
177	179	Mad Love (1995)	Drama|Romance
178	180	Mallrats (1995)	Comedy
179	181	Mighty Morphin Power Rangers: The Movie (1995)	Action|Children's
180	182	Moonlight and Valentino (1995)	Drama|Romance
181	183	Mute Witness (1994)	Thriller
182	184	Nadja (1994)	Drama
183	185	Net, The (1995)	Sci-Fi|Thriller
184	186	Nine Months (1995)	Comedy
185	187	Party Girl (1995)	Comedy
186	188	Prophecy, The (1995)	Horror
187	189	Reckless (1995)	Comedy
188	190	Safe (1995)	Thriller
189	191	Scarlet Letter, The (1995)	Drama
190	192	Show, The (1995)	Documentary
191	193	Showgirls (1995)	Drama
192	194	Smoke (1995)	Drama
193	195	Something to Talk About (1995)	Comedy|Drama|Romance
194	196	Species (1995)	Horror|Sci-Fi
195	197	Stars Fell on Henrietta, The (1995)	Drama
196	198	Strange Days (1995)	Action|Crime|Sci-Fi
197	199	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	Drama|Musical
198	200	Tie That Binds, The (1995)	Thriller
199	201	Three Wishes (1995)	Drama
200	202	Total Eclipse (1995)	Drama|Romance
201	203	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	Comedy
202	204	Under Siege 2: Dark Territory (1995)	Action
203	205	Unstrung Heroes (1995)	Comedy|Drama
204	206	Unzipped (1995)	Documentary
205	207	Walk in the Clouds, A (1995)	Drama|Romance
206	208	Waterworld (1995)	Action|Adventure
207	209	White Man's Burden (1995)	Drama
208	210	Wild Bill (1995)	Western
209	211	Browning Version, The (1994)	Drama
210	212	Bushwhacked (1995)	Comedy
211	213	Burnt By the Sun (Utomlyonnye solntsem) (1994)	Drama
212	214	Before the Rain (Pred dozhdot) (1994)	Drama
213	215	Before Sunrise (1995)	Drama|Romance
214	216	Billy Madison (1995)	Comedy
215	217	Babysitter, The (1995)	Drama|Thriller
216	218	Boys on the Side (1995)	Comedy|Drama
217	219	Cure, The (1995)	Drama
218	220	Castle Freak (1995)	Horror
219	222	Circle of Friends (1995)	Drama|Romance
220	223	Clerks (1994)	Comedy
221	224	Don Juan DeMarco (1995)	Comedy|Drama|Romance
222	225	Disclosure (1994)	Drama|Thriller
223	226	Dream Man (1995)	Thriller
224	227	Drop Zone (1994)	Action
225	228	Destiny Turns on the Radio (1995)	Comedy
226	229	Death and the Maiden (1994)	Drama|Thriller
227	230	Dolores Claiborne (1994)	Drama|Thriller
228	231	Dumb & Dumber (1994)	Comedy
229	232	Eat Drink Man Woman (1994)	Comedy|Drama
230	233	Exotica (1994)	Drama
231	234	Exit to Eden (1994)	Comedy
232	235	Ed Wood (1994)	Comedy|Drama
233	236	French Kiss (1995)	Comedy|Romance
234	237	Forget Paris (1995)	Comedy|Romance
235	238	Far From Home: The Adventures of Yellow Dog (1995)	Adventure|Children's
236	239	Goofy Movie, A (1995)	Animation|Children's|Comedy|Romance
237	240	Hideaway (1995)	Thriller
238	241	Fluke (1995)	Children's|Drama
239	242	Farinelli: il castrato (1994)	Drama|Musical
240	243	Gordy (1995)	Comedy
241	244	Gumby: The Movie (1995)	Animation|Children's
242	245	Glass Shield, The (1994)	Crime|Drama
243	246	Hoop Dreams (1994)	Documentary
244	247	Heavenly Creatures (1994)	Drama|Fantasy|Romance|Thriller
245	248	Houseguest (1994)	Comedy
246	249	Immortal Beloved (1994)	Drama|Romance
247	250	Heavyweights (1994)	Children's|Comedy
248	251	Hunted, The (1995)	Action
249	252	I.Q. (1994)	Comedy|Romance
250	253	Interview with the Vampire (1994)	Drama|Horror
251	254	Jefferson in Paris (1995)	Drama
252	255	Jerky Boys, The (1994)	Comedy
253	256	Junior (1994)	Comedy|Sci-Fi
254	257	Just Cause (1995)	Mystery|Thriller
255	258	Kid in King Arthur's Court, A (1995)	Adventure|Children's|Comedy|Fantasy|Romance
256	259	Kiss of Death (1995)	Crime|Drama|Thriller
257	260	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Fantasy|Sci-Fi
258	261	Little Women (1994)	Drama
259	262	Little Princess, A (1995)	Children's|Drama
260	263	Ladybird Ladybird (1994)	Drama
261	264	Enfer, L' (1994)	Drama
262	265	Like Water for Chocolate (Como agua para chocolate) (1992)	Drama|Romance
263	266	Legends of the Fall (1994)	Drama|Romance|War|Western
264	267	Major Payne (1994)	Comedy
265	268	Little Odessa (1994)	Drama
266	269	My Crazy Life (Mi vida loca) (1993)	Drama
267	270	Love Affair (1994)	Drama|Romance
268	271	Losing Isaiah (1995)	Drama
269	272	Madness of King George, The (1994)	Drama
270	273	Mary Shelley's Frankenstein (1994)	Drama|Horror
271	274	Man of the House (1995)	Comedy
272	275	Mixed Nuts (1994)	Comedy
273	276	Milk Money (1994)	Comedy|Romance
274	277	Miracle on 34th Street (1994)	Drama
275	278	Miami Rhapsody (1995)	Comedy
276	279	My Family (1995)	Drama
277	280	Murder in the First (1995)	Drama|Thriller
278	281	Nobody's Fool (1994)	Drama
279	282	Nell (1994)	Drama
280	283	New Jersey Drive (1995)	Crime|Drama
281	284	New York Cop (1996)	Action|Crime
282	285	Beyond Bedlam (1993)	Drama|Horror
283	286	Nemesis 2: Nebula (1995)	Action|Sci-Fi|Thriller
284	287	Nina Takes a Lover (1994)	Comedy|Romance
285	288	Natural Born Killers (1994)	Action|Thriller
286	289	Only You (1994)	Comedy|Romance
287	290	Once Were Warriors (1994)	Crime|Drama
288	291	Poison Ivy II (1995)	Thriller
289	292	Outbreak (1995)	Action|Drama|Thriller
290	293	Professional, The (a.k.a. Leon: The Professional) (1994)	Crime|Drama|Romance|Thriller
291	294	Perez Family, The (1995)	Comedy|Romance
292	295	Pyromaniac's Love Story, A (1995)	Comedy|Romance
293	296	Pulp Fiction (1994)	Crime|Drama
294	297	Panther (1995)	Drama
295	298	Pushing Hands (1992)	Comedy
296	299	Priest (1994)	Drama
297	300	Quiz Show (1994)	Drama
298	301	Picture Bride (1995)	Drama|Romance
299	302	Queen Margot (La Reine Margot) (1994)	Drama|Romance
300	303	Quick and the Dead, The (1995)	Action|Adventure|Western
301	304	Roommates (1995)	Comedy|Drama
302	305	Ready to Wear (Pret-A-Porter) (1994)	Comedy
303	306	Three Colors: Red (1994)	Drama
304	307	Three Colors: Blue (1993)	Drama
305	308	Three Colors: White (1994)	Drama
306	309	Red Firecracker, Green Firecracker (1994)	Drama
307	310	Rent-a-Kid (1995)	Comedy
308	311	Relative Fear (1994)	Horror|Thriller
309	312	Stuart Saves His Family (1995)	Comedy
310	313	Swan Princess, The (1994)	Animation|Children's
311	314	Secret of Roan Inish, The (1994)	Drama
312	315	Specialist, The (1994)	Action
313	316	Stargate (1994)	Action|Adventure|Sci-Fi
314	317	Santa Clause, The (1994)	Children's|Comedy|Fantasy
315	318	Shawshank Redemption, The (1994)	Drama
316	319	Shallow Grave (1994)	Thriller
317	320	Suture (1993)	Film-Noir|Thriller
318	321	Strawberry and Chocolate (Fresa y chocolate) (1993)	Drama
319	322	Swimming with Sharks (1995)	Comedy|Drama
320	324	Sum of Us, The (1994)	Comedy
321	325	National Lampoon's Senior Trip (1995)	Comedy
322	326	To Live (Huozhe) (1994)	Drama
323	327	Tank Girl (1995)	Action|Comedy|Musical|Sci-Fi
324	328	Tales From the Crypt Presents: Demon Knight (1995)	Horror
325	329	Star Trek: Generations (1994)	Action|Adventure|Sci-Fi
326	330	Tales from the Hood (1995)	Comedy|Horror
327	331	Tom & Viv (1994)	Drama
328	332	Village of the Damned (1995)	Horror|Sci-Fi
329	333	Tommy Boy (1995)	Comedy
330	334	Vanya on 42nd Street (1994)	Drama
331	335	Underneath, The (1995)	Mystery|Thriller
332	336	Walking Dead, The (1995)	Drama|War
333	337	What's Eating Gilbert Grape (1993)	Drama
334	338	Virtuosity (1995)	Sci-Fi|Thriller
335	339	While You Were Sleeping (1995)	Comedy|Romance
336	340	War, The (1994)	Adventure|Drama
337	341	Double Happiness (1994)	Drama
338	342	Muriel's Wedding (1994)	Comedy|Romance
339	343	Baby-Sitters Club, The (1995)	Children's
340	344	Ace Ventura: Pet Detective (1994)	Comedy
341	345	Adventures of Priscilla, Queen of the Desert, The (1994)	Comedy|Drama
342	346	Backbeat (1993)	Drama|Musical
343	347	Bitter Moon (1992)	Drama
344	348	Bullets Over Broadway (1994)	Comedy
345	349	Clear and Present Danger (1994)	Action|Adventure|Thriller
346	350	Client, The (1994)	Drama|Mystery|Thriller
347	351	Corrina, Corrina (1994)	Comedy|Drama|Romance
348	352	Crooklyn (1994)	Comedy
349	353	Crow, The (1994)	Action|Romance|Thriller
350	354	Cobb (1994)	Drama
351	355	Flintstones, The (1994)	Children's|Comedy
352	356	Forrest Gump (1994)	Comedy|Romance|War
353	357	Four Weddings and a Funeral (1994)	Comedy|Romance
354	358	Higher Learning (1995)	Drama
355	359	I Like It Like That (1994)	Comedy|Drama|Romance
356	360	I Love Trouble (1994)	Action|Comedy
357	361	It Could Happen to You (1994)	Drama|Romance
358	362	Jungle Book, The (1994)	Adventure|Children's|Romance
359	363	Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)	Documentary
360	364	Lion King, The (1994)	Animation|Children's|Musical
361	365	Little Buddha (1993)	Drama
362	366	Wes Craven's New Nightmare (1994)	Horror
363	367	Mask, The (1994)	Comedy|Crime|Fantasy
364	368	Maverick (1994)	Action|Comedy|Western
365	369	Mrs. Parker and the Vicious Circle (1994)	Drama
366	370	Naked Gun 33 1/3: The Final Insult (1994)	Comedy
367	371	Paper, The (1994)	Comedy|Drama
368	372	Reality Bites (1994)	Comedy|Drama
369	373	Red Rock West (1992)	Thriller
370	374	Richie Rich (1994)	Children's|Comedy
371	375	Safe Passage (1994)	Drama
372	376	River Wild, The (1994)	Action|Thriller
373	377	Speed (1994)	Action|Romance|Thriller
374	378	Speechless (1994)	Comedy|Romance
375	379	Timecop (1994)	Action|Sci-Fi
376	380	True Lies (1994)	Action|Adventure|Comedy|Romance
377	381	When a Man Loves a Woman (1994)	Drama
378	382	Wolf (1994)	Drama|Horror
379	383	Wyatt Earp (1994)	Western
380	384	Bad Company (1995)	Action
381	385	Man of No Importance, A (1994)	Drama
382	386	S.F.W. (1994)	Drama
383	387	Low Down Dirty Shame, A (1994)	Action|Comedy
384	388	Boys Life (1995)	Drama
385	389	Colonel Chabert, Le (1994)	Drama|Romance|War
386	390	Faster Pussycat! Kill! Kill! (1965)	Action|Comedy|Drama
387	391	Jason's Lyric (1994)	Crime|Drama
388	392	Secret Adventures of Tom Thumb, The (1993)	Adventure|Children's
389	393	Street Fighter (1994)	Action
390	394	Coldblooded (1995)	Action
391	395	Desert Winds (1995)	Drama
392	396	Fall Time (1995)	Drama
393	397	Fear, The (1995)	Horror
394	398	Frank and Ollie (1995)	Documentary
395	399	Girl in the Cadillac (1995)	Drama
396	400	Homage (1995)	Drama
397	401	Mirage (1995)	Action|Thriller
398	402	Open Season (1996)	Comedy
399	403	Two Crimes (1995)	Comedy|Crime|Drama
400	404	Brother Minister: The Assassination of Malcolm X (1994)	Documentary
401	405	Highlander III: The Sorcerer (1994)	Action|Sci-Fi
402	406	Federal Hill (1994)	Drama
403	407	In the Mouth of Madness (1995)	Horror|Thriller
404	408	8 Seconds (1994)	Drama
405	409	Above the Rim (1994)	Drama
406	410	Addams Family Values (1993)	Comedy
407	411	You So Crazy (1994)	Comedy
408	412	Age of Innocence, The (1993)	Drama
409	413	Airheads (1994)	Comedy
410	414	Air Up There, The (1994)	Comedy
411	415	Another Stakeout (1993)	Comedy|Thriller
412	416	Bad Girls (1994)	Western
413	417	Barcelona (1994)	Comedy|Romance
414	418	Being Human (1993)	Drama
415	419	Beverly Hillbillies, The (1993)	Comedy
416	420	Beverly Hills Cop III (1994)	Action|Comedy
417	421	Black Beauty (1994)	Adventure|Children's
418	422	Blink (1994)	Thriller
419	423	Blown Away (1994)	Action|Thriller
420	424	Blue Chips (1994)	Drama
421	425	Blue Sky (1994)	Drama|Romance
422	426	Body Snatchers (1993)	Horror|Sci-Fi|Thriller
423	427	Boxing Helena (1993)	Mystery|Romance|Thriller
424	428	Bronx Tale, A (1993)	Drama
425	429	Cabin Boy (1994)	Comedy
426	430	Calendar Girl (1993)	Drama
427	431	Carlito's Way (1993)	Crime|Drama
428	432	City Slickers II: The Legend of Curly's Gold (1994)	Comedy|Western
429	433	Clean Slate (1994)	Comedy
430	434	Cliffhanger (1993)	Action|Adventure|Crime
431	435	Coneheads (1993)	Comedy|Sci-Fi
432	436	Color of Night (1994)	Drama|Thriller
433	437	Cops and Robbersons (1994)	Comedy
434	438	Cowboy Way, The (1994)	Action|Comedy
435	439	Dangerous Game (1993)	Drama
436	440	Dave (1993)	Comedy|Romance
437	441	Dazed and Confused (1993)	Comedy
438	442	Demolition Man (1993)	Action|Sci-Fi
439	443	Endless Summer 2, The (1994)	Documentary
440	444	Even Cowgirls Get the Blues (1993)	Comedy|Romance
441	445	Fatal Instinct (1993)	Comedy
442	446	Farewell My Concubine (1993)	Drama|Romance
443	447	Favor, The (1994)	Comedy|Romance
444	448	Fearless (1993)	Drama
445	449	Fear of a Black Hat (1993)	Comedy
446	450	With Honors (1994)	Comedy|Drama
447	451	Flesh and Bone (1993)	Drama|Mystery|Romance
448	452	Widows' Peak (1994)	Drama
449	453	For Love or Money (1993)	Comedy
450	454	Firm, The (1993)	Drama|Thriller
451	455	Free Willy (1993)	Adventure|Children's|Drama
452	456	Fresh (1994)	Drama
453	457	Fugitive, The (1993)	Action|Thriller
454	458	Geronimo: An American Legend (1993)	Drama|Western
455	459	Getaway, The (1994)	Action
456	460	Getting Even with Dad (1994)	Comedy
457	461	Go Fish (1994)	Drama|Romance
458	462	Good Man in Africa, A (1994)	Action|Adventure
459	463	Guilty as Sin (1993)	Crime|Drama|Thriller
460	464	Hard Target (1993)	Action|Adventure|Crime|Thriller
461	465	Heaven & Earth (1993)	Action|Drama|War
462	466	Hot Shots! Part Deux (1993)	Action|Comedy|War
463	467	Live Nude Girls (1995)	Comedy
464	468	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	Comedy|Romance
465	469	House of the Spirits, The (1993)	Drama|Romance
466	470	House Party 3 (1994)	Comedy
467	471	Hudsucker Proxy, The (1994)	Comedy|Romance
468	472	I'll Do Anything (1994)	Comedy|Drama
469	473	In the Army Now (1994)	Comedy|War
470	474	In the Line of Fire (1993)	Action|Thriller
471	475	In the Name of the Father (1993)	Drama
472	476	Inkwell, The (1994)	Comedy|Drama
473	477	What's Love Got to Do with It? (1993)	Drama
474	478	Jimmy Hollywood (1994)	Comedy
475	479	Judgment Night (1993)	Action
476	480	Jurassic Park (1993)	Action|Adventure|Sci-Fi
477	481	Kalifornia (1993)	Drama|Thriller
478	482	Killing Zoe (1994)	Thriller
479	483	King of the Hill (1993)	Drama
480	484	Lassie (1994)	Adventure|Children's
481	485	Last Action Hero (1993)	Action|Comedy
482	486	Life with Mikey (1993)	Comedy
483	487	Lightning Jack (1994)	Comedy|Western
484	488	M. Butterfly (1993)	Drama
485	489	Made in America (1993)	Comedy
486	490	Malice (1993)	Thriller
487	491	Man Without a Face, The (1993)	Drama
488	492	Manhattan Murder Mystery (1993)	Comedy|Mystery
489	493	Menace II Society (1993)	Action|Crime|Drama
490	494	Executive Decision (1996)	Action|Thriller
491	495	In the Realm of the Senses (Ai no corrida) (1976)	Drama
492	496	What Happened Was... (1994)	Comedy|Drama|Romance
493	497	Much Ado About Nothing (1993)	Comedy|Romance
494	498	Mr. Jones (1993)	Drama|Romance
495	499	Mr. Wonderful (1993)	Comedy|Romance
496	500	Mrs. Doubtfire (1993)	Comedy
497	501	Naked (1993)	Drama
498	502	Next Karate Kid, The (1994)	Action|Children's
499	503	New Age, The (1994)	Drama
500	504	No Escape (1994)	Action|Sci-Fi
501	505	North (1994)	Comedy
502	506	Orlando (1993)	Drama
503	507	Perfect World, A (1993)	Action|Drama
504	508	Philadelphia (1993)	Drama
505	509	Piano, The (1993)	Drama|Romance
506	510	Poetic Justice (1993)	Drama
507	511	Program, The (1993)	Action|Drama
508	512	Robert A. Heinlein's The Puppet Masters (1994)	Horror|Sci-Fi
509	513	Radioland Murders (1994)	Comedy|Mystery|Romance
510	514	Ref, The (1994)	Comedy
511	515	Remains of the Day, The (1993)	Drama
512	516	Renaissance Man (1994)	Comedy|Drama|War
513	517	Rising Sun (1993)	Action|Drama|Mystery
514	518	Road to Wellville, The (1994)	Comedy
515	519	Robocop 3 (1993)	Sci-Fi|Thriller
516	520	Robin Hood: Men in Tights (1993)	Comedy
517	521	Romeo Is Bleeding (1993)	Crime|Thriller
518	522	Romper Stomper (1992)	Action|Drama
519	523	Ruby in Paradise (1993)	Drama
520	524	Rudy (1993)	Drama
521	525	Saint of Fort Washington, The (1993)	Drama
522	526	Savage Nights (Nuits fauves, Les) (1992)	Drama
523	527	Schindler's List (1993)	Drama|War
524	528	Scout, The (1994)	Drama
525	529	Searching for Bobby Fischer (1993)	Drama
526	530	Second Best (1994)	Drama
527	531	Secret Garden, The (1993)	Children's|Drama
528	532	Serial Mom (1994)	Comedy|Crime|Horror
529	533	Shadow, The (1994)	Action
530	534	Shadowlands (1993)	Drama|Romance
531	535	Short Cuts (1993)	Drama
532	536	Simple Twist of Fate, A (1994)	Drama
533	537	Sirens (1994)	Comedy|Drama
534	538	Six Degrees of Separation (1993)	Drama
535	539	Sleepless in Seattle (1993)	Comedy|Romance
536	540	Sliver (1993)	Thriller
537	541	Blade Runner (1982)	Film-Noir|Sci-Fi
538	542	Son in Law (1993)	Comedy
539	543	So I Married an Axe Murderer (1993)	Comedy|Romance|Thriller
540	544	Striking Distance (1993)	Action
541	545	Harlem (1993)	Drama
542	546	Super Mario Bros. (1993)	Action|Adventure|Children's|Sci-Fi
543	547	Surviving the Game (1994)	Action|Adventure|Thriller
544	548	Terminal Velocity (1994)	Action
545	549	Thirty-Two Short Films About Glenn Gould (1993)	Documentary
546	550	Threesome (1994)	Comedy|Romance
547	551	Nightmare Before Christmas, The (1993)	Children's|Comedy|Musical
548	552	Three Musketeers, The (1993)	Action|Adventure|Comedy
549	553	Tombstone (1993)	Western
550	554	Trial by Jury (1994)	Thriller
551	555	True Romance (1993)	Action|Crime|Romance
552	556	War Room, The (1993)	Documentary
553	557	Mamma Roma (1962)	Drama
554	558	Pagemaster, The (1994)	Action|Adventure|Animation|Children's|Fantasy
555	559	Paris, France (1993)	Comedy
556	560	Beans of Egypt, Maine, The (1994)	Drama
557	561	Killer (Bulletproof Heart) (1994)	Thriller
558	562	Welcome to the Dollhouse (1995)	Comedy|Drama
559	563	Germinal (1993)	Drama
560	564	Chasers (1994)	Comedy
561	565	Cronos (1992)	Horror
562	566	Naked in New York (1994)	Comedy|Romance
563	567	Kika (1993)	Drama
564	568	Bhaji on the Beach (1993)	Comedy|Drama
565	569	Little Big League (1994)	Children's|Comedy
566	570	Slingshot, The (Kådisbellan ) (1993)	Comedy|Drama
567	571	Wedding Gift, The (1994)	Drama
568	572	Foreign Student (1994)	Drama
